Id,SalePrice
2658,132621.9659
2718,182389.7716
2414,195718.2651
1989,117462.0255
625,181731.0732
333,104800.1009
1327,102707.0129
858,148053.2735
95,192636.7651
1568,171642.0709
2482,169897.3248
1364,126758.7996
2584,155964.725
818,300434.496
2673,142357.0068
2089,110794.3613
1297,151303.7361
790,120836.7995
2616,197928.8428
720,200264.7813
222,149106.5792
557,125492.8676
1148,214027.8819
2766,148451.4924
534,185259.6949
1452,110817.4792
630,112560.8556
2648,117659.0099
125,147126.8948
1904,70596.315
1670,100969.6997
756,100722.165
717,274635.3074
1032,161188.1467
852,222061.1693
1731,166824.0769
2639,106426.4638
2071,86008.5144
1267,110777.7596
1851,201965.3132
567,162601.2599
2439,213645.049
1898,141893.0634
647,150917.8052
2256,228201.0918
979,105811.6428
1444,213922.829
2485,124692.2788
157,120061.2557
88,130738.1923
2003,113859.3044
186,187790.9285
1425,258582.1891
2695,129004.458
738,99107.0396
395,153395.8098
1353,158445.5284
1878,140518.9622
390,167087.2659
1456,240180.4814
1103,302906.4848
1387,127062.2598
2070,132753.0326
1199,160962.805
2479,175951.6631
501,318481.0506
2362,95600.313
1718,199262.4594
2188,78230.5883
1483,153985.5119
2557,87135.451
437,372079.7785
2224,193647.2687
1628,175314.4877
397,127760.9509
587,194249.7351
971,118733.5519
2611,143036.3392
1887,90417.8379
2399,339389.7817
2148,220549.5865
304,114024.1728
1997,125218.302
2817,106168.1012
1431,196348.3108
427,357781.26
263,121252.6647
598,168517.7739
2895,256198.887
687,141866.3533
1822,128523.74
2191,95549.0479
179,114316.7679
1009,219362.3784
2010,117357.1488
1991,142659.4066
1411,179200.0502
1721,238690.3955
1144,186628.6837
593,201618.5575
575,343726.6536
1249,167111.4512
1604,127927.4148
1064,502255.5062
1923,149585.2095
1988,100789.9443
2325,177605.1188
114,193079.0521
2700,191052.2493
217,140519.9406
343,181924.8509
386,230288.4003
2005,96517.588
2908,124640.6329
1814,232398.7357
2446,454071.6715
208,128531.767
1679,129641.4693
822,336412.08
6,198724.773
1781,365982.8591
2397,283591.281
2340,269336.6723
1618,157430.2727
2843,125803.9437
1061,349909.1074
2786,110817.4792
1935,123679.5323
1341,113441.3004
521,265759.3843
2136,135735.552
996,182063.9717
227,141453.6033
135,157831.5018
1167,162669.7609
294,211563.0859
1776,198192.273
540,183709.4086
1717,199262.4594
2303,122940.2536
116,176233.2876
127,138210.2744
1371,121502.7261
1014,171979.8992
1507,90832.486
702,144334.8062
750,147201.4707
261,134396.1971
1559,86193.6779
577,237182.5686
2812,193405.996
2080,160866.722
1368,110275.1834
2376,123690.7072
659,114911.6696
1235,121719.4967
332,97507.6937
1917,136441.8882
2094,274081.0366
1460,253770.6605
1471,203909.1072
1509,110021.6259
1922,128489.8423
433,541812.8725
460,260661.5163
1116,245631.0503
1137,161529.5513
53,181024.7415
2354,259776.3341
1475,197390.6322
1761,589614.1153
842,133408.3852
2739,192373.0062
2509,167533.3056
1007,208550.014
2610,178101.0192
1952,102642.5154
2719,177918.2405
2921,103482.7756
1966,134381.2741
292,126612.9199
1204,189830.5572
1829,257896.0995
2419,181995.3962
391,156177.0889
798,114470.2625
481,198882.9512
193,184882.9218
555,124500.2642
899,72509.234
2357,185663.567
328,133246.811
1356,107361.0679
1154,108869.6041
1730,181379.7903
2249,144632.5009
1119,259742.6847
2856,131856.5911
1394,128330.8884
2587,106259.1411
61,324196.4456
2661,180224.7866
2711,126924.3685
1147,186306.3292
757,119512.8797
2623,87225.3514
2378,159935.4695
1413,135567.3351
1722,218443.3982
1112,217200.7238
1623,189635.5237
1201,195292.9076
1513,111718.19
957,242983.8044
1171,269630.9414
1145,207602.4922
2726,220841.6905
703,147289.3862
760,96907.833
1964,126446.5058
2512,180409.0462
159,151236.5763
1281,165708.4702
468,183150.8193
290,134978.803
665,105155.2606
1463,251852.6114
1792,230745.5243
923,139964.1938
500,270853.633
1408,131585.488
331,92920.6346
170,108620.6025
2192,99575.6912
2571,348105.5647
2314,170168.115
2647,104047.5249
422,444962.5932
2457,376936.5425
1838,211440.6024
2805,233295.9053
1645,167006.6091
1711,311990.9404
2825,261876.2814
322,360602.9519
2103,264906.0522
342,116884.7573
600,116918.4129
488,183787.2552
1725,317832.3357
2246,263172.0675
2847,143081.0315
806,241829.1555
530,239264.0697
963,195408.0223
2678,90149.0815
171,83467.0246
2401,426685.8064
805,254003.5397
2259,201775.9443
1748,177583.4204
1361,141044.1604
1677,132216.3971
1406,149767.1746
2322,221298.8012
688,153256.654
143,138137.6919
804,225748.6451
1214,162514.9189
2828,134599.2002
1999,181138.6323
2467,183338.2585
2665,168520.9301
1538,305354.3859
398,113708.5938
2822,133801.6722
2157,148116.6255
1856,183388.3336
1269,96989.9305
2570,114074.325
2320,236055.6993
1517,122291.312
2304,113051.2616
1312,88993.7565
2012,137548.9406
506,225517.1965
2865,180077.1792
2367,119313.7206
554,114590.3356
238,125105.6459
1954,114393.3304
2488,129747.4515
2291,104407.721
1969,91655.7566
2725,158085.4615
1482,153985.5119
2763,190190.231
503,260852.1734
1584,234245.3289
1531,145340.4533
2210,156306.5113
459,335804.3751
556,127360.1283
1347,140995.4497
1290,95709.7455
1388,107737.3258
1571,200101.4837
2754,205133.3808
765,139196.4608
2494,120834.3597
2870,171636.5569
7,208611.6924
1114,243225.5508
2418,277163.0439
291,121452.6076
18,332051.1673
39,378356.5703
1001,243855.0177
2442,239126.7734
616,131297.0375
2680,76102.6157
1414,111389.1657
289,147385.8262
40,226126.8596
860,122639.6159
409,138050.7654
673,124586.5643
2427,175918.5435
2036,195462.9971
2564,140696.8526
642,166455.7443
1008,180351.718
1908,141313.8693
2519,192050.7078
1369,91617.8307
2855,155056.018
712,97756.2094
1943,101324.7885
1958,135750.6668
107,163521.8227
2295,199193.9017
704,105601.8636
676,124911.838
259,175067.1262
93,295629.068
106,249194.622
2315,184785.6379
1050,110140.7258
1095,203753.9045
2709,143882.9786
758,145590.78
1496,146856.2909
2370,133025.5899
2458,265479.3384
2733,129123.6589
161,263010.9775
726,143945.9497
845,203192.0424
947,265270.7322
2232,104760.8603
2563,132850.385
2299,128886.7767
211,99588.4749
605,168887.4163
1478,186951.6497
2247,263172.0675
2274,187424.3468
2869,180968.4526
967,214629.5202
2656,105947.2569
667,207638.5656
1042,127479.0025
2023,147126.771
2447,391088.962
2055,128723.2436
2275,272517.3376
2204,171335.6413
1563,268676.498
483,215437.2162
796,144341.5681
1526,132592.8907
2042,153915.6365
442,340656.2252
1693,315403.3577
1468,229909.6698
1430,186216.8244
2605,150102.8556
1529,185900.4903
335,129791.1463
1287,118933.467
31,112327.3596
1785,330726.7125
82,164745.6158
2620,129327.0039
252,186743.3304
721,80861.051
2165,188905.4449
2316,174121.768
775,125568.7674
1558,84501.0934
17,180964.094
1022,264582.4761
925,123252.8617
438,269377.3282
1270,132011.2842
1272,120239.9321
215,139579.9273
266,225732.9939
2402,268200.5438
1250,119659.4891
1984,104002.7268
1279,131490.0582
377,246230.0762
1252,122716.9975
2156,253795.5013
499,308995.0907
1374,124257.9237
2898,208376.8993
401,109881.6787
2721,158624.2422
2078,224205.3665
2589,124118.4482
1946,211065.2524
1334,112691.8055
2781,251912.7117
431,392379.6601
576,204146.9432
1474,199059.8085
2254,139642.8114
2155,281085.1578
885,97899.991
643,129701.0694
1944,121663.3673
480,211986.0348
2845,96872.2745
2387,305742.0181
2407,209546.6425
2527,160392.9861
2514,155236.1482
629,173035.8531
80,224604.3617
1876,136578.9534
1546,114514.9919
2518,176127.0449
2347,152605.0701
783,180736.7285
1322,69726.9554
194,97158.3124
1770,293305.3617
2143,139138.7633
1229,212277.8665
511,270549.7059
46,219203.8287
1348,176758.5294
2465,181630.8883
387,233900.0222
873,218373.3486
1918,112137.1738
2764,239804.4099
2184,114541.7657
934,158265.8545
1920,120570.7964
2631,149003.315
1768,718587.7732
2040,107014.3464
1749,219627.9132
834,251428.2066
1457,241300.7022
79,131156.8081
2302,114496.3588
1817,136454.1226
2755,230257.2096
359,177280.741
2059,110950.7527
2092,254392.5841
2516,237636.1574
150,109411.5777
1656,146714.7107
83,104441.6046
2411,191788.0137
795,84647.332
2312,218161.1816
2917,105172.3386
1624,178491.7595
2215,241717.1471
1211,156258.5547
1485,155514.9639
1024,173783.6552
570,191267.9254
2874,135937.3045
700,132420.9409
2756,216028.64
2022,158824.3327
583,229157.5955
2392,342844.5834
2424,208364.6906
212,108271.1428
736,122353.5491
1610,171579.6259
890,116454.636
467,179209.1563
578,214112.4892
1747,170869.7737
1149,168847.4472
2758,242046.886
857,118213.6567
2219,253704.7054
733,115703.1644
2909,119740.1909
1798,261458.0333
235,104655.7203
2366,143159.5999
1027,127229.3855
1195,130841.0796
1303,64043.0169
148,179477.2879
608,156543.0666
2515,193061.9946
821,293205.0675
2500,272146.4721
745,105646.3141
741,131081.8428
1611,112438.3834
2532,120852.5195
1081,239504.4671
1692,445378.3728
2520,188967.3785
276,105286.6358
1992,116474.9847
663,64902.2613
418,134369.0519
1733,202920.3928
2359,154119.3154
253,180886.8959
1518,165418.0881
2035,150489.6844
2919,98176.6982
1540,211364.0864
2120,133408.3852
1674,193667.1455
256,139307.4654
2361,100976.804
978,95261.9542
2280,144574.2779
2095,220457.3319
1709,306631.8537
2801,243539.5674
1246,112761.7586
2373,118877.5377
1055,250753.885
2017,123136.1955
1099,251527.6378
1344,87189.2614
835,184746.218
1117,210728.8926
2043,94484.305
2085,131403.4212
410,163648.1289
2650,115036.3228
2867,152567.9264
1668,114420.8889
1161,165315.5909
2122,174064.2535
2539,128626.1143
1047,149525.7091
1445,122559.6888
541,132747.677
569,241899.7193
1276,127096.1028
918,135196.5952
326,168918.9656
1936,123671.1037
895,98809.0287
257,130311.1929
1241,183319.4125
1545,118261.7227
1189,183443.6945
270,148901.0167
2066,177643.1911
693,107378.3911
1259,137813.3883
2916,141183.0212
2321,311884.939
1977,113208.4697
1895,151296.9732
1240,164120.8479
85,144318.488
1823,116809.2812
825,284037.2928
110,240579.6639
697,105922.5036
2297,107756.8235
1231,131499.0266
1355,121942.0337
968,357278.3848
584,212497.2183
1315,117356.1051
1606,120569.5416
206,116254.8164
1685,342929.0394
2016,128193.5935
869,212343.4039
2135,117346.7184
2346,179638.4752
2430,236018.6281
2198,98841.8748
2652,121081.0648
27,115168.4543
241,170276.9659
906,122993.9067
1506,108072.2812
2098,335282.7169
1435,216340.1655
2213,122664.6773
1274,137447.1623
743,57681.3218
1737,192967.6285
2797,281026.9251
2185,82187.5255
58,162768.2738
830,191378.7798
808,117587.5244
680,150676.6873
1153,115375.8621
1291,141613.7055
1818,133742.743
2161,177611.7486
1883,129187.7242
350,333098.9457
2473,140886.626
295,156201.1378
293,183234.954
859,117790.2611
288,80778.5137
1578,144192.643
102,175907.3315
2831,179797.875
1030,174273.503
2551,129992.0913
1286,126233.571
958,308982.0617
776,122227.4204
72,220850.497
2263,250886.7908
1866,142956.5323
2876,82580.1839
2146,267832.6464
103,179571.9045
1500,134166.7964
492,173130.1731
167,132738.4682
2597,110459.3465
2685,114174.7076
1035,152364.0487
1220,69113.2465
2602,146612.8306
2159,218165.1745
695,154465.3015
1109,256585.1403
640,170672.9955
1652,152000.8117
2090,221035.5684
1188,193471.6541
2345,226594.7929
1059,420073.9025
2751,229427.1623
128,183989.0397
1523,195080.7363
2925,153608.2419
2145,284652.5474
1121,209099.46
566,309034.1845
565,238817.4458
1331,137906.9546
2928,117998.3294
156,126792.0285
797,138299.7397
327,108251.2835
2859,144437.9309
1453,111436.532
1762,330443.316
1868,205873.8592
1760,188208.3676
1113,257014.1668
1812,192398.5467
117,154800.2967
1142,207505.6074
2342,409370.8388
927,128925.1788
2478,179615.6933
655,86922.5098
2064,126918.4162
369,234241.1017
2239,125443.8152
2732,215282.5643
1653,168250.8508
959,196668.6205
2395,341242.6376
1412,108727.6521
271,255390.7246
1484,155849.6141
1497,152336.5659
552,142009.8905
2,115197.7014
1855,300537.2616
4,306559.3879
2292,150615.0941
134,134279.2899
646,104868.6801
42,304158.6014
532,224077.4348
713,96742.4881
2561,122390.9088
2360,131604.794
1333,112251.6005
1407,190931.1615
2892,282613.1018
574,214862.3037
1227,165683.7657
2591,212022.5397
1476,212374.5107
1125,242398.6415
1446,130085.1711
408,128590.7134
1101,283046.2008
2251,196781.5256
373,186060.7761
2554,120722.6191
2382,248974.1123
1985,84194.6314
519,209057.243
1093,182727.1717
864,259782.3196
2889,138331.1604
2308,171578.1191
986,151493.7579
1302,131707.1103
585,164852.6968
2708,136596.4563
147,123502.5053
1441,227998.808
383,190876.4832
285,142722.0077
181,115795.8049
358,175186.0612
780,154113.7314
258,182841.0609
1865,197832.8933
692,118988.8544
2902,315634.7669
508,246370.4249
2638,138744.7403
36,160293.3946
611,161325.5941
2281,115453.2486
1678,142147.3793
1696,470963.0498
1557,80174.5355
2180,150382.2774
1726,208209.8657
951,140933.3951
267,241316.0848
2706,126116.3403
2221,209689.5455
1357,149405.6204
2901,293881.6141
347,166862.2919
2164,187423.575
1586,304998.141
360,169257.5089
1769,228372.4892
2617,155154.2146
1879,163478.4972
991,193754.173
1535,117600.2236
1191,156659.8973
1579,196858.8947
1882,121255.0486
1510,118160.2492
2196,171631.785
1845,176942.6296
2336,389181.626
942,102364.6844
861,115077.5848
2555,109934.7375
1392,159464.709
2099,265531.0818
1543,133251.1814
948,274898.7426
1239,158953.8424
22,181778.903
2796,239142.051
2747,194771.67
92,290040.5636
210,156611.5199
1858,200173.2286
2228,160384.3433
447,205435.2714
827,251145.8019
1649,213535.8251
682,121789.2634
2698,119418.3652
494,156864.6982
214,102306.7256
2441,264687.305
2679,105524.6016
1336,112071.5411
465,189601.685
1524,131698.7355
2543,117333.9815
631,136211.6013
2452,308701.4791
228,162012.6298
126,154354.6156
1092,218390.9595
1122,195912.0159
932,190923.7095
1980,78119.0944
2171,110141.3625
551,149183.5591
2768,167914.3139
2056,110841.541
1159,364837.9503
2645,112063.0061
1174,177190.7587
2266,220900.78
2462,430133.7292
1219,138339.2712
2922,179943.1827
118,147924.4046
474,187964.609
2576,148400.7256
872,281100.3853
1077,209709.7348
1536,147070.9477
1150,128070.9931
2341,294384.4694
1931,131589.5916
2785,120805.9497
2538,128654.1219
597,216530.0262
464,177454.9979
233,221987.0851
2169,130044.5992
2123,166497.4003
1867,169529.7307
137,246142.4531
515,220117.5751
933,135063.0971
2784,169539.4816
972,166851.3443
599,172151.4071
2614,131555.9036
2582,131746.5855
1409,163084.0848
175,100273.3639
352,197342.9
976,99337.2529
2134,196192.8135
984,109332.616
2396,361316.2114
1673,131944.8599
404,130866.4372
607,171580.6237
814,166262.7706
868,191791.8629
2271,185530.195
1633,239853.7593
337,202555.2164
2765,170408.9557
1746,246084.6882
368,327072.9131
2806,201439.9137
1662,187914.6741
1234,217317.9379
1373,125873.9768
1672,105312.5592
1939,120222.0259
